Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,1st Mo - Oil,1st Mo - Gas,1st Mo - Water,Max IP - Oil,Max IP - Gas,Max IP - Water,Max IP - Date - Oil,Max IP - Date - Gas,Max IP - Date - Water,2nd Mo - Oil,2nd Mo - Gas,2nd Mo - Water,2nd/3rd Mo - Oil,2nd/3rd Mo - Gas,2nd/3rd Mo - Water,2nd/3rd Mo - Num of Mos,2nd-4th Mo - Oil,2nd-4th Mo - Gas,2nd-4th Mo - Water,2nd-4th Mo - Num of Mos,Norm 6 mos - Oil,Norm 6 mos - Gas,Norm 6 mos - Water,Norm 6 mos - Num of Mos,Norm 1 yr - Oil,Norm 1 yr - Gas,Norm 1 yr - Water,Norm 1 yr - Num of Mos,Norm 2 yr - Oil,Norm 2 yr - Gas,Norm 2 yr - Water,Norm 2 yr - Num of Mos,Cum Oil,Cum Gas,Last 12 Month Oil,Last 12 Month Gas
1420100158442H,PI,ALLOCATED,O,MARK BROWN,2H,42283329930000,,,4330,,,,,,,,7242,0,7242,9068,2109,9068,2,26106,28122,26106,3,39602,70696,39602,6,52971,97927,52971,12,52971,97927,52971,12,52971,102257,52971,97927
1420100158529H,PI,ALLOCATED,O,WAREING 71A UNIT,9H,42283330210000,,14648,3425,11444,,,,,,,6904,6569,5394,18346,16781,14333,2,28934,24539,22605,3,63616,55924,49700,6,93866,88843,73332,11,93866,88843,73332,11,108514,92268,108514,92268
1420100158541H,PI,ALLOCATED,O,WARE UNIT D,1H,42283323590000,,1170,1597,,583,,309,2012-04-18,,2012-04-18,11532,18623,6112,22502,41128,11926,2,31326,61808,16603,3,50378,111995,26700,6,73184,178945,38787,12,74318,183403,39388,13,75488,185000,62786,164780
1420100158671H,PI,ALLOCATED,O,ALDERMAN B EF,1H,42283330980000,,151,16742,,,,,,,,1461,21082,,3474,92313,,2,5135,202975,,3,7604,434478,,6,8912,542380,,9,8912,542380,,9,9063,559122,9063,559122
1420100158695H,PI,ALLOCATED,O,WINSLOW UNIT B LAS,5H,42283327470000,,,1941,,,,,,,,,2948,,,2948,,1,,2948,,1,,2948,,1,,2948,,1,,2948,,1,0,4889,,4889
1420100158721H,PI,ALLOCATED,O,DIETZE UNIT A,1H,42283324100000,,14233,11075,10782,829,,628,2012-04-11,,2012-04-11,2830,2579,2144,2830,2579,2144,2,2831,2579,2145,3,6255,5508,4759,6,18626,30220,14130,12,18626,30220,14130,12,32859,41295,18626,30220
1420100158722H,PI,ALLOCATED,O,DIETZE UNIT A,2H,42283330690000,,17,,,1168,,589,2012-10-27,,2012-10-27,4807,2876,2424,8871,6622,4473,2,11458,9216,5778,3,19885,21294,10027,6,22242,27573,11215,7,22242,27573,11215,7,22259,27573,22259,27573
1420100158724H,PI,ALLOCATED,O,DIETZE UNIT A,4H,42283330700000,,11,,,734,,354,2012-10-17,,2012-10-17,3022,3263,1458,5576,7512,2690,2,7202,10454,3474,3,12498,24154,6029,6,13980,31278,6744,7,13980,31278,6744,7,13991,31278,13991,31278
142010015872MULTIWELL01,PI,ALLOCATED,O,DIETZE UNIT A,MULTI,42283324100000,,916,593,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,916,593,916,593
1420100158791H,PI,ALLOCATED,O,WARE UNIT C,1H,42283323600000,,115,210,,540,,592,2012-04-22,,2012-04-22,4559,4199,4998,18567,26674,20355,2,32320,50610,35432,3,65481,115469,71785,6,103728,204709,113715,12,108943,223138,119432,13,109058,223348,104384,218939
1420100158842H,PI,ALLOCATED,O,ZIZINIA,2H,42283330010100,,1821,,7508,407,,1678,2012-04-12,,2012-04-12,174,,717,2170,1557,8946,2,9240,9539,38095,3,34417,31856,141896,6,215818,203032,889786,11,215818,203032,889786,11,217639,203032,217639,203032
142010015885A  1H,PI,ALLOCATED,O,JLH LIC A UNIT,A  1H,42283328280000,,6790,2842,2193,749,,242,2012-02-24,,2012-02-24,14057,7128,4477,27113,14181,8586,2,38970,20199,12266,3,65448,34445,20130,6,91570,48830,26208,12,99704,51592,27305,14,106494,54434,72591,37411
142010015885A  2H,PI,ALLOCATED,O,JLH LIC A UNIT,A  2H,42283328300000,,4968,3305,3446,548,,380,2012-02-24,,2012-02-24,10320,11434,7087,19943,25474,13622,2,28721,39520,19507,3,48551,81237,32410,6,69242,138237,43889,12,76231,151532,46885,14,81199,154837,56288,126058
1420100159103H,PI,ALLOCATED,O,ARN EF,3H,42283330950000,,2679,16506,18207,,,,,,,13584,94948,5813,26926,192132,11522,2,40681,305979,17408,3,58601,454770,25075,6,66421,556303,28420,9,66421,556303,28420,9,69100,572809,69100,572809
1420100159104H,PI,ALLOCATED,O,ARN EF,4H,42283330870000,,3654,19967,17903,,,,,,,3387,11336,16593,6713,22939,32890,2,10142,36531,49691,3,14609,54295,71581,6,16559,66417,81134,9,16559,66417,81134,9,20213,86384,20213,86384
1420100159105H,PI,ALLOCATED,O,ARN EF,5H,42283331580000,,5047,32994,9751,398,,769,2012-11-18,,2012-11-18,5922,34112,11442,9772,60255,18879,2,12246,81700,23659,3,16239,123887,31374,5,16239,123887,31374,5,16239,123887,31374,5,21286,156881,21286,156881
1420100159111H,PI,ALLOCATED,O,JEREMY B PETERS FAMILY TRUST,1H,42283330840000,,9155,10644,15564,,,,,,,0,0,0,0,0,0,2,6514,7954,10271,3,54040,125050,79650,6,78442,244652,102743,10,78442,244652,102743,10,87597,255296,87597,255296
1420100159112H,PI,ALLOCATED,O,JEREMY B PETERS FAMILY TRUST,2H,42283330970000,,2812,16888,526,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,2812,16888,2812,16888
142010015915B  5H,PI,ALLOCATED,O,COPPS LAS,B  5H,42283328230000,,3338,1121,158,635,,30,2012-03-25,,2012-03-25,9952,4993,470,18412,10391,870,2,26009,16799,1229,3,42370,33604,2002,6,42378,33604,2002,12,46016,35117,2174,13,49354,36238,36064,30124
1420100159271H,PI,ALLOCATED,O,RANKIN,1H,42283330600100,,,57,,,,,,,,6930,26144,8135,6930,26144,8135,2,13502,36367,15850,3,27734,117126,32557,6,36627,173524,42997,10,36627,173524,42997,10,36627,173581,36627,173581
1420100159281H,PI,ALLOCATED,O,ROCKY COMFORT-HIXON,1H,42283331070000,,6335,13803,6253,,,,,,,3951,8262,3852,11433,16286,11032,2,19709,39317,18815,3,35227,103160,32333,6,42170,129153,34993,9,42170,129153,34993,9,48505,142956,48505,142956
1420100159282H,PI,ALLOCATED,O,ROCKY COMFORT-HIXON,2H,42283331550000,,1734,4910,4046,,,,,,,3349,4304,7535,7149,15880,15697,2,10377,30180,22192,3,16676,53657,31802,6,20357,64456,32615,8,20357,64456,32615,8,22091,69366,22091,69366
1420100159283H,PI,ALLOCATED,O,ROCKY COMFORT-HIXON,3H,42283332200000,,2081,5241,4624,,,,,,,4001,5368,8621,8515,21477,17956,2,12321,43034,25397,3,19544,81714,36478,6,23440,99762,37549,8,23440,99762,37549,8,25521,105003,25521,105003
1420100159324H,PI,ALLOCATED,O,MARTIN RANCH B,4H,42283329520000,,3941,968,9015,595,,1361,2012-02-21,,2012-02-21,12063,10523,27593,19358,34034,44280,2,24819,45398,56771,3,35367,82316,80898,6,140909,233867,322314,12,186690,329299,427033,14,190631,330267,167332,295265
1420100159411H,PI,ALLOCATED,O,JEA UNIT E,1H,42283328810000,,2057,951,,796,,301,2012-05-04,,2012-05-04,19026,13676,7194,32394,27562,12249,2,44957,42186,17000,3,77507,93402,29309,6,117716,186068,44513,12,117716,186068,44513,12,119773,187019,117716,186068
14201001594210H,PI,ALLOCATED,O,ARNOLD A UNIT,10H,42283328900000,,9740,10691,13527,,,,,,,10438,5882,9932,20457,13330,19465,2,37303,37008,34354,3,68679,96302,62831,6,80766,120994,74332,9,80766,120994,74332,9,90506,131685,90506,131685
14201001594211H,PI,ALLOCATED,O,ARNOLD A UNIT,11H,42283329630000,,4477,,,,,,,,,12392,17557,10246,24286,39785,20081,2,24286,39785,20081,3,37374,81817,30903,6,51725,155508,42769,9,51725,155508,42769,9,56202,155508,56202,155508
14201001594313H,PI,ALLOCATED,O,ARNOLD B UNIT,13H,42283329640000,,9327,6234,9112,,,,,,,11320,12574,11059,22489,31374,21970,2,33733,49592,32954,3,54744,83529,53479,6,72350,142330,70679,9,72350,142330,70679,9,81677,148564,81677,148564
142010015945B  4H,PI,ALLOCATED,O,SCHWOPE LAS,B  4H,42283329050000,,13255,4981,4878,682,,251,2012-05-06,,2012-05-06,2407,1358,858,5909,3259,2069,2,9339,5283,3212,3,17389,13261,5627,6,24470,31539,6948,11,24470,31539,6948,11,37725,36520,37725,36520
142010015945D  1H,PI,ALLOCATED,O,SCHWOPE LAS,D  1H,42283327970000,,1662,520,882,443,,235,2012-06-14,,2012-06-14,2505,649,1234,5055,1294,2389,2,7410,2005,3356,3,13064,4457,5179,6,19160,9990,6030,10,19160,9990,6030,10,20822,10510,20822,10510
142010015945E  1H,PI,ALLOCATED,O,SCHWOPE LAS,E  1H,42283328200000,,2566,1233,503,684,,134,2012-06-14,,2012-06-14,3772,1624,711,7509,3292,1384,2,10857,5164,1955,3,18387,11613,3076,6,25223,24922,3682,10,25223,24922,3682,10,27789,26155,27789,26155
1420100159463H,PI,ALLOCATED,O,MEIGS UNIT A LAS,3H,42283327570000,,10717,15764,,746,,128,2012-06-05,,2012-06-05,12105,23884,2077,18965,40354,3254,2,28226,66134,4843,3,41017,97742,7037,6,57894,133374,9932,11,57894,133374,9932,11,68611,149138,68611,149138
142010015954A  3H,PI,ALLOCATED,O,LARSON LAS,A  3H,42283327010000,,7687,2310,,665,,328,2012-05-04,,2012-05-04,8384,250,4135,15482,3416,7636,2,27684,10762,13654,3,54649,32173,26954,6,89463,68873,44126,12,89463,68873,44126,12,97150,71183,89463,68873
1420100159572H,PI,ALLOCATED,O,PLOCEK UNIT B LAS,2H,42283328310000,,8846,18106,3561,636,,256,2012-05-23,,2012-05-23,9442,21529,3800,19538,49285,7864,2,27079,72608,10899,3,39960,114588,16084,6,55233,156613,22231,10,55233,156613,22231,10,64079,174719,64079,174719
142010015960A  3H,PI,ALLOCATED,O,PALOMINO LAS,A  3H,42283327550000,,11420,7291,3220,727,,205,2012-04-09,,2012-04-09,7426,7858,2094,12121,13012,3418,2,20476,26944,5774,3,36677,58045,10343,6,64301,146692,18132,12,64301,146692,18132,12,75721,153983,64301,146692
1420100159671H,PI,ALLOCATED,O,MARTINDALE L & C,1H,42283331410000,,7229,9022,8966,1540,,1910,2012-09-25,,2012-09-25,17088,40584,20196,28371,68825,32412,2,37339,95439,40213,3,56377,153819,42344,6,61697,170210,42939,7,61697,170210,42939,7,68926,179232,68926,179232
1420100159672H,PI,ALLOCATED,O,MARTINDALE L & C,2H,42283331430000,,7080,7689,9803,1508,,2088,2012-09-25,,2012-09-25,16607,41251,22246,27430,71978,35887,2,35791,101441,44957,3,51707,161133,50744,6,56155,177892,52362,7,56155,177892,52362,7,63235,185581,63235,185581
1420100159673H,PI,ALLOCATED,O,MARTINDALE L & C,3H,42283331090000,,16113,26356,23209,1149,,1655,2012-06-14,,2012-06-14,13232,35828,18693,21136,59469,29569,2,24555,66939,34104,3,43262,116856,55166,6,59535,152899,59843,10,59535,152899,59843,10,75648,179255,75648,179255
1420100159674H,PI,ALLOCATED,O,MARTINDALE L & C,4H,42283331390000,,15581,24231,21190,1111,,1511,2012-06-14,,2012-06-14,12705,30681,17015,20222,49569,26873,2,23430,55135,30953,3,40044,87463,49306,6,51056,103369,50770,10,51056,103369,50770,10,66637,127600,66637,127600
1420100159691H,PI,ALLOCATED,O,NAVARRO UNIT A LAS,1H,42283327990000,,10829,14679,10956,,,,,,,6771,23072,6850,10931,38576,11059,2,13892,51100,14055,3,18129,66920,18341,6,18129,66920,18341,6,18129,66920,18341,6,28958,81599,28958,81599
1420100159703H,PI,ALLOCATED,O,CHAPA UNIT LAS,3H,42283330750000,,15120,6502,3205,,,,,,,16408,9684,3478,36221,27548,7677,2,43493,34674,9218,3,90659,100471,19215,6,113516,145902,24059,8,113516,145902,24059,8,128636,152404,128636,152404
1420100159742H,PI,ALLOCATED,O,DAND AND CO UNIT I B LAS,2H,42283330510000,,2917,460,,,,,,,,17327,7315,3375,26984,11831,5256,2,40174,21333,7825,3,77151,67755,15027,6,97997,97894,19087,9,97997,97894,19087,9,100914,98354,100914,98354
1420100159781H,PI,ALLOCATED,O,JEA UNIT D,1H,42283328580000,,9485,5702,2762,735,,214,2012-05-20,,2012-05-20,7516,4071,2188,13627,6739,3967,2,21904,13076,6377,3,48171,41085,14024,6,89288,132931,25996,11,89288,132931,25996,11,98773,138633,98773,138633
1420100159791H,PI,ALLOCATED,O,NAVARRO UNIT B LAS,1H,42283327980000,,11744,10010,14417,,,,,,,13493,19262,16564,23963,45892,29417,2,31114,68931,38195,3,43085,112049,52890,6,43087,112049,52892,7,43087,112049,52892,7,54831,122059,54831,122059
1420100159801H,PI,ALLOCATED,O,MARTIN RANCH A,1H,42283323330000,,6182,10090,16499,1129,,3161,2011-01-24,,2011-01-24,12462,6395,32990,22212,15103,89419,2,30826,54147,174872,3,63231,339020,814274,6,90350,1089296,1417737,12,146592,1222489,1598627,18,152774,1232579,83361,883469
1420100159802H,PI,ALLOCATED,O,MARTIN RANCH A,2H,42283327580000,,3420,,,,,,,,,9876,,,26620,,,2,40319,,,3,69660,,,6,130602,0,0,12,168615,32926,23672,15,172035,32926,128296,32926
1420100159803H,PI,ALLOCATED,O,MARTIN RANCH A,3H,42283327860000,,5705,,,,,,,,,9635,,,19511,,,2,36256,,,3,67073,,,6,88544,,,12,107364,3411,1772,16,113069,3411,57410,3411
1420100159805H,PI,ALLOCATED,O,MARTIN RANCH A,5H,42283328210000,,6042,,,,,,,,,9636,0,0,19512,0,0,2,36256,0,0,3,67801,0,0,6,89597,17616,1206,12,103620,28921,3701,16,109662,28921,53665,28921
1420100159806H,PI,ALLOCATED,O,MARTIN RANCH A,6H,42283328530000,,6021,,,,,,,,,13458,,,24468,,,2,33081,,,3,47109,,,6,64549,84076,3772,12,82018,136013,6305,14,88039,136013,57550,136013
1420100159807H,PI,ALLOCATED,O,MARTIN RANCH A,7H,42283328750000,,4667,,,,,,,,,12747,,,23175,,,2,31333,,,3,43732,,,6,58678,0,0,12,66020,2275,1392,14,70687,2275,42845,2275
1420100159808H,PI,ALLOCATED,O,MARTIN RANCH A,8H,42283328400000,,1555,,,,,,,,,9876,,,26621,,,2,40320,,,3,66425,,,6,85645,0,0,12,115570,31787,19748,15,117125,31787,75250,31787
1420100159831H,PI,ALLOCATED,O,ZAMORA UNIT I A LAS,1H,42283331030000,,10371,4203,719,,,,,,,9082,5567,683,16784,12987,1322,2,23855,21591,1982,3,41320,51346,4334,6,41320,51346,4334,6,41320,51346,4334,6,51691,55549,51691,55549
14201001598910H,PI,ALLOCATED,O,LONE OAK GROCERY,10H,42283332660000,,11229,9272,,,,,,,,17764,13115,,31205,30324,3705,2,42142,44182,6720,3,64039,66495,12756,6,64039,66495,12756,6,64039,66495,12756,6,75268,75767,75268,75767
1420100158911H,PI,ALLOCATED,O,WHITETAIL UNIT,1H,42013344790000,,18262,11892,23488,1237,,1591,2012-04-19,,2012-04-19,20886,21215,23790,31018,35406,32497,2,40585,43005,33557,3,62505,61799,35784,6,92830,88884,38160,12,92830,88884,38160,12,111092,100776,92830,88884
1420100158921H,PI,ALLOCATED,O,FARNIK,1H,42013344220000,,855,,720,101,,85,2012-03-13,,2012-03-13,2512,,2114,3881,,3266,2,6829,,5747,3,11177,3232,9406,6,16437,8974,13832,12,17352,9970,14602,13,18207,9970,14840,9970
14201001589313H,PI,ALLOCATED,O,GORDON TRUST,13H,42013344470000,,4396,,,459,,851,2012-05-02,,2012-05-02,9505,4665,17621,14931,7352,26567,2,19245,9538,32278,3,34181,18927,43210,6,50436,29899,56352,12,50436,29899,56352,12,54832,29899,50436,29899
1420100158931H,PI,ALLOCATED,O,GORDON TRUST,1H,42013344480000,,1487,,,466,,1907,2012-05-02,,2012-05-02,9648,5039,39486,15204,7761,60664,2,19682,9874,75783,3,32002,17282,93978,6,44587,29861,104198,12,44587,29861,104198,12,46074,29861,44587,29861
1420100158951H,PI,ALLOCATED,O,LUCAS B,1H,42013344740000,,4224,3262,12672,336,,1008,2012-04-25,,2012-04-25,8061,3667,22743,12538,6168,33864,2,15057,9246,37914,3,23721,13914,50701,6,38268,30365,66299,12,38268,30365,66299,12,42492,33627,38268,30365
1420100158964H,PI,ALLOCATED,O,FALLOW UNIT,4H,42013344640000,,18291,10174,12625,962,,664,2012-04-19,,2012-04-19,17226,14320,11599,28638,23431,19041,2,39030,32084,25533,3,61129,47270,37078,6,91261,73418,40129,12,91261,73418,40129,12,109552,83592,91261,73418
1420100158981H,PI,ALLOCATED,O,TOM,1H,42013343080000,,11406,8994,,,,,,,,7739,8940,,13128,13729,,2,18804,18945,,3,29223,26789,,6,45381,34122,,12,65824,49456,,24,85667,62628,23194,18698
1420100159121H,PI,ALLOCATED,O,JUPE A,1H,42013343820000,,3389,2384,,,,,,,,6982,2743,13088,13039,3359,24442,2,16622,3926,31159,3,24639,10410,46187,6,39969,29548,74923,12,50031,39938,93785,18,53420,42322,25392,29528
1420100159131H,PI,ALLOCATED,O,GIESE-HENKE UNIT,1H,42013344720000,,8724,10009,16335,288,,540,2012-05-11,,2012-05-11,10501,12007,17091,19405,19681,29380,2,26991,24860,37955,3,41661,44589,47716,6,60205,60291,49783,11,60205,60291,49783,11,68929,70300,68929,70300
1420100159231H,PI,ALLOCATED,O,HIERHOLZER-HENKE UNIT,1H,42013344580000,,7725,8610,7703,311,,310,2012-05-14,,2012-05-14,10727,13067,9076,16921,20089,13365,2,25559,26127,17935,3,42336,45944,21354,6,60539,63023,21420,11,60539,63023,21420,11,68264,71633,68264,71633
14201001592520H,PI,ALLOCATED,O,GLOVER-RAYES B UNIT,20H,42013343990000,,24158,10050,,,,,,,,18019,9332,9611,34201,22476,18243,2,48271,29680,25748,3,83193,51245,44376,6,120630,83922,64344,10,120630,83922,64344,10,144788,93972,144788,93972
14201001592522H,PI,ALLOCATED,O,GLOVER-RAYES B UNIT,22H,42013344030000,,20926,8705,,,,,,,,16723,9182,21124,31742,22115,40094,2,44800,29204,56588,3,77213,50424,97528,6,111961,82576,141418,10,111961,82576,141418,10,132887,91281,132887,91281
142010015925MULTIWELL01,PI,ALLOCATED,O,GLOVER-RAYES B UNIT,MULTI,42013343990000,,5951,1622,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,5951,1622,5951,1622
1420100159361H,PI,ALLOCATED,O,RED STAG UNIT,1H,42013344900000,,33266,43345,29448,1708,,1512,2012-05-14,,2012-05-14,20844,29748,18176,35263,51617,30504,2,46848,68824,40147,3,70806,103518,58159,6,96694,143759,63335,11,96694,143759,63335,11,129960,187104,129960,187104
1420100159371H,PI,ALLOCATED,O,HONEY BADGER UNIT,1H,42013344890000,,2985,868,9349,250,,783,2012-05-22,,2012-05-22,2737,450,7623,4563,762,11595,2,7929,1737,14256,3,16577,4647,23585,6,25198,7985,36323,11,25198,7985,36323,11,28183,8853,28183,8853
1420100159551H,PI,ALLOCATED,O,DVR B,1H,42013344680000,,2147,,,509,,,2012-06-25,,,11059,2842,24,20076,7698,91,2,28262,12197,184,3,39080,21187,439,6,54122,32435,4418,10,54122,32435,4418,10,56269,32435,56269,32435
1420100159624H,PI,ALLOCATED,O,PINTAIL UNIT,4H,42013344860000,,9416,4509,27950,791,,2348,2012-06-13,,2012-06-13,7328,3833,18418,13446,7061,18955,2,18708,10059,19904,3,29136,15669,24195,6,40399,21954,32671,10,40399,21954,32671,10,49815,26463,49815,26463
1420100159641H,PI,ALLOCATED,O,HENKE-WILHELM UNIT B,1H,42013344620000,,9541,8932,,329,,,2012-05-13,,,9355,8920,297,16198,14489,773,2,21154,19272,1323,3,32192,32738,3523,6,42376,45005,7804,11,42376,45005,7804,11,51917,53937,51917,53937
1420100160091H,PI,ALLOCATED,O,MAY-CHAPMAN,1H,42013345060000,,6406,5762,11089,645,,1117,2012-06-22,,2012-06-22,14496,3126,22665,35632,10827,51585,2,47911,17975,65553,3,67847,38494,75772,6,86253,66957,77714,10,86253,66957,77714,10,92659,72719,92659,72719
1420100160092H,PI,ALLOCATED,O,MAY-CHAPMAN,2H,42013345260000,,4405,15957,,182,,,2012-07-24,,,8910,21770,306,15793,35167,718,2,20927,41871,1101,3,38682,54674,2664,6,52915,66956,3918,9,52915,66956,3918,9,57320,82913,57320,82913
1420100160121H,PI,ALLOCATED,O,R MAY A,1H,42013344850000,,88,65,,300,,197,2012-07-03,,2012-07-03,5930,9313,3889,11651,18784,7640,2,15789,25218,10354,3,29950,44628,19640,6,41061,61552,26926,10,41061,61552,26926,10,41149,61617,41149,61617
1420100160122H,PI,ALLOCATED,O,R MAY A,2H,42013344910000,,5618,4207,8077,638,,903,2012-06-22,,2012-06-22,11920,1448,15203,22765,4227,27335,2,30139,6889,34279,3,52388,18143,46510,6,68388,29460,50469,10,68388,29460,50469,10,74006,33667,74006,33667
1420100160123H,PI,ALLOCATED,O,R MAY A,3H,42013345210000,,11620,11126,14789,589,,749,2012-07-25,,2012-07-25,11209,11315,14266,19317,19001,24585,2,30620,29531,38970,3,53085,48532,67560,6,68834,62410,87604,9,68834,62410,87604,9,80454,73536,80454,73536
1420100160124H,PI,ALLOCATED,O,R MAY A,4H,42013345250000,,3803,7214,7825,276,,568,2012-09-20,,2012-09-20,5301,9881,10909,9684,16224,19929,2,13012,21760,26778,3,21226,37023,43682,6,23223,40734,47791,7,23223,40734,47791,7,27026,47948,27026,47948
1420100160125H,PI,ALLOCATED,O,R MAY A,5H,42013345290000,,9029,8249,7179,655,,521,2012-09-17,,2012-09-17,12251,9807,7318,22104,15186,11162,2,29375,19119,12405,3,47318,29962,15471,6,51680,32598,16217,7,51680,32598,16217,7,60709,40847,60709,40847
1420100160231H,PI,ALLOCATED,O,TOM UNIT,1H,42013343590000,,460,472,,375,,390,2012-03-12,,2012-03-12,7029,6537,,17396,18126,10782,2,23729,26221,17368,3,50822,62794,45545,6,97305,122710,93887,12,108321,132833,105344,15,108781,133305,84592,106612
14201001603217H,PI,ALLOCATED,O,EMMA TARTT,17H,42013342910100,,872,,,,,,,,,1582,,,3029,,,2,3029,,,2,3029,,,2,3029,,,2,3029,,,2,3901,0,3901,
14201001603218H,PI,ALLOCATED,O,EMMA TARTT,18H,42013345040000,,3555,,,,,,,,,5741,2537,1244,13761,8164,2651,2,21379,13646,4012,3,28349,19010,5257,4,28349,19010,5257,4,28349,19010,5257,4,31904,19010,31904,19010
14201001603219H,PI,ALLOCATED,O,EMMA TARTT,19H,42013345050100,,4452,6739,4081,,,,,,,3599,5075,2890,5051,8900,4007,2,6430,12625,5086,3,7691,16270,6074,4,7691,16270,6074,4,7691,16270,6074,4,12143,23009,12143,23009
14201001603220H,PI,ALLOCATED,O,EMMA TARTT,20H,42013343920000,,5724,2625,3794,,,,,,,7062,2974,2947,14987,9148,4671,2,22515,15163,6338,3,29402,21050,7862,4,29402,21050,7862,4,29402,21050,7862,4,35126,23675,35126,23675
14201001603221H,PI,ALLOCATED,O,EMMA TARTT,21H,42013345460000,,5723,2624,3795,,,,,,,7752,2535,4555,17391,7307,10332,2,26546,11954,15918,3,34921,16502,21028,4,34921,16502,21028,4,34921,16502,21028,4,40644,19126,40644,19126
14201001603222H,PI,ALLOCATED,O,EMMA TARTT,22H,42013343510000,,7250,7112,8513,,,,,,,8440,4838,5761,17222,10772,7412,2,25564,16554,9008,3,33196,22211,10468,4,33196,22211,10468,4,33196,22211,10468,4,40446,29323,40446,29323
14201001603226H,PI,ALLOCATED,O,EMMA TARTT,26H,42013345860000,,4608,3001,3460,326,,217,2012-12-26,,2012-12-26,6240,2900,4154,13999,8356,9422,2,21369,13670,14515,3,28111,18870,19175,4,28111,18870,19175,4,28111,18870,19175,4,32719,21871,32719,21871
1420100160641H,PI,ALLOCATED,O,JEFFREY,1H,42013344660000,,2667,1781,,459,,270,2012-07-23,,2012-07-23,9439,6671,5552,21200,15583,12470,2,29572,21587,17395,3,47277,33326,27810,6,62609,43070,36830,10,62609,43070,36830,10,65276,44851,65276,44851
1420100160651H,PI,ALLOCATED,O,HERBST-MAY UNIT,1H,42013344940000,,6320,2998,,,,,,,,2755,1707,,7392,4217,4500,2,11444,6982,9312,3,16456,10624,17497,6,21905,14418,27562,8,21905,14418,27562,8,28225,17416,28225,17416
1420100160661H,PI,ALLOCATED,O,ROXANA UNIT,1H,42013343870000,,95,153,,285,,200,2012-07-23,,2012-07-23,5200,2298,,11067,5534,,2,17473,9502,4495,3,36491,23717,17841,6,58142,40707,33034,12,58142,40707,33034,12,58237,40860,58142,40707
1420100160701H,PI,ALLOCATED,O,RYCHLIK UNIT,1H,42013344530000,,3226,760,,155,,240,2012-07-28,,2012-07-28,3615,1340,5597,7967,2433,12336,2,12072,3423,18692,3,24792,10052,38388,6,37452,16630,57990,10,37452,16630,57990,10,40678,17390,40678,17390
1420100160741H,PI,ALLOCATED,O,WHITE TAIL UNIT,1H,42013344980000,,2167,1152,3291,187,,284,2012-07-19,,2012-07-19,4533,1821,6884,8384,3729,12733,2,12274,5754,18641,3,15419,7253,23417,4,15419,7253,23417,4,15419,7253,23417,4,17586,8405,17586,8405
1420100160851H,PI,ALLOCATED,O,ANTHONY EAST UNIT 1,1H,42013345240000,,1462,901,,,,,,,,8655,0,3345,21406,6049,6575,2,32324,6049,9340,3,56681,9042,15509,6,56681,9042,15509,6,56681,9042,15509,6,58143,9943,58143,9943
1420100161011H,PI,ALLOCATED,O,CRAIG,1H,42013344650000,,3971,2114,,302,,178,2012-07-20,,2012-07-20,6588,4013,3883,14615,9764,8614,2,22247,15356,13112,3,41636,28837,24540,6,60536,42189,35679,10,60536,42189,35679,10,64507,44303,64507,44303
1420100161021H,PI,ALLOCATED,O,LEWIS UNIT,1H,42013344540000,,2857,981,,,,,,,,4012,1548,,9015,3623,5353,2,13256,5437,9637,3,24416,10557,19873,6,35379,15484,29024,10,35379,15484,29024,10,38236,16465,38236,16465
1420100161031H,PI,ALLOCATED,O,WALNUT,1H,42013344110000,,6940,4757,,,,,,,,5185,4129,,10604,8292,4926,2,15003,10030,8380,3,31278,15771,18104,6,52136,21767,26921,11,52136,21767,26921,11,59076,26524,59076,26524
1420100161032H,PI,ALLOCATED,O,WALNUT,2H,42013344100000,,4580,3139,,,,,,,,4243,3380,,8677,6763,4434,2,12233,8193,7798,3,25131,13240,18911,6,41356,20082,31620,11,41356,20082,31620,11,45936,23221,45936,23221
1420100161111H,PI,ALLOCATED,O,RAFTER UNIT,1H,42013344550000,,,118,,,,,,,,,1065,,3254,2722,5385,2,6310,4639,8909,3,15524,11104,15668,6,21295,14493,19118,8,21295,14493,19118,8,21295,14611,21295,14611
1420100161131H,PI,ALLOCATED,O,FOUSHEE UNIT,1H,42013345230000,,10543,8353,19662,410,,765,2012-08-10,,2012-08-10,8075,6946,13616,13943,11307,22345,2,18506,15191,28120,3,28748,25067,35506,6,34081,31402,37720,8,34081,31402,37720,8,44624,39755,44624,39755
1420100161181H,PI,ALLOCATED,O,HERBST UNIT B,1H,42013345100000,,606,150,,,,,,,,4257,969,9738,11047,2370,18904,2,17013,3841,24273,3,27385,6115,30891,5,27385,6115,30891,5,27385,6115,30891,5,27991,6265,27991,6265
1420100161341H,PI,ALLOCATED,O,FOUSHEE-HENKE UNIT,1H,42013345280000,,8676,6752,28479,282,,925,2012-08-10,,2012-08-10,8620,4650,22969,11581,6451,29154,2,14447,9379,33590,3,23975,17718,39220,6,29159,23457,39756,8,29159,23457,39756,8,37835,30209,37835,30209
